"TIME","GEO","UNIT","ENGINE","Value","Flag and Footnotes"
"1997","Croatia","Number","Over 125 cm³","0",""
"1997","Italy","Number","Total","2,598,000",""
"1997","Italy","Number","125 cm³ or less",":",""
"1997","Italy","Number","Over 125 cm³",":",""
"1997","Cyprus","Number","Total","11,900",""
"1997","Cyprus","Number","125 cm³ or less",":",""
"1997","Cyprus","Number","Over 125 cm³",":",""
"1997","Latvia","Number","Total","19,267",""
"1997","Latvia","Number","125 cm³ or less",":",""
"1997","Latvia","Number","Over 125 cm³",":",""
"1997","Lithuania","Number","Total","19,128","d"
"1997","Lithuania","Number","125 cm³ or less",":",""
"1997","Lithuania","Number","Over 125 cm³",":",""
"1997","Luxembourg","Number","Total",":",""
"1997","Luxembourg","Number","125 cm³ or less",":",""
"1997","Luxembourg","Number","Over 125 cm³",":",""
"1997","Hungary","Number","Total","138,029",""
"1997","Hungary","Number","125 cm³ or less","52,000",""
"1997","Hungary","Number","Over 125 cm³","86,000",""
"1997","Malta","Number","Total","13,881",""
"1997","Malta","Number","125 cm³ or less",":",""
"1997","Malta","Number","Over 125 cm³",":",""
"1997","Netherlands","Number","Total","373,000",""
"1997","Netherlands","Number","125 cm³ or less","6,000",""
"1997","Netherlands","Number","Over 125 cm³","367,000",""
"1997","Austria","Number","Total","213,000",""
"1997","Austria","Number","125 cm³ or less","19,000",""
"1997","Austria","Number","Over 125 cm³","194,000",""
"1997","Poland","Number","Total","842,358",""
"1997","Poland","Number","125 cm³ or less",":",""
"1997","Poland","Number","Over 125 cm³",":",""
"1997","Portugal","Number","Total","272,000","d"
"1997","Portugal","Number","125 cm³ or less",":",""
"1997","Portugal","Number","Over 125 cm³",":",""
"1997","Romania","Number","Total","123,913",""
"1997","Romania","Number","125 cm³ or less",":",""
"1997","Romania","Number","Over 125 cm³",":",""
"1997","Slovenia","Number","Total","8,342",""
"1997","Slovenia","Number","125 cm³ or less","2,000",""
"1997","Slovenia","Number","Over 125 cm³","6,000",""
"1997","Slovakia","Number","Total","81,062",""
"1997","Slovakia","Number","125 cm³ or less",":",""
"1997","Slovakia","Number","Over 125 cm³",":",""
"1997","Finland","Number","Total","69,000","d"
"1997","Finland","Number","125 cm³ or less","25,000","d"
"1997","Finland","Number","Over 125 cm³","44,000","d"
"1997","Sweden","Number","Total","91,000",""
"1997","Sweden","Number","125 cm³ or less","8,000",""
"1997","Sweden","Number","Over 125 cm³","83,000",""
"1997","United Kingdom","Number","Total","758,000",""
"1997","United Kingdom","Number","125 cm³ or less","265,000",""
"1997","United Kingdom","Number","Over 125 cm³","493,000",""
"1997","Iceland","Number","Total","2,000",""
"1997","Iceland","Number","125 cm³ or less","1,000",""
"1997","Iceland","Number","Over 125 cm³","1,000",""
"1997","Liechtenstein","Number","Total","1,780","d"
"1997","Liechtenstein","Number","125 cm³ or less","800","d"
"1997","Liechtenstein","Number","Over 125 cm³","980","d"
"1997","Norway","Number","Total","61,000",""
"1997","Norway","Number","125 cm³ or less","5,000",""
"1997","Norway","Number","Over 125 cm³","55,000",""
"1997","Switzerland","Number","Total","411,000",""
"1997","Switzerland","Number","125 cm³ or less","218,000",""
"1997","Switzerland","Number","Over 125 cm³","193,000",""
"1997","Former Yugoslav Republic of Macedonia, the","Number","Total","3,439",""
"1997","Former Yugoslav Republic of Macedonia, the","Number","125 cm³ or less",":",""
"1997","Former Yugoslav Republic of Macedonia, the","Number","Over 125 cm³",":",""
"1997","Turkey","Number","Total","905,121",""
"1997","Turkey","Number","125 cm³ or less",":",""
"1997","Turkey","Number","Over 125 cm³",":",""
"1998","Belgium","Number","Total","241,000",""
"1998","Belgium","Number","125 cm³ or less",":",""
"1998","Belgium","Number","Over 125 cm³",":",""
"1998","Bulgaria","Number","Total","233,952",""
"1998","Bulgaria","Number","125 cm³ or less",":",""
"1998","Bulgaria","Number","Over 125 cm³",":",""
"1998","Czech Republic","Number","Total","927,000",""
"1998","Czech Republic","Number","125 cm³ or less","569,000",""
"1998","Czech Republic","Number","Over 125 cm³","358,320",""
"1998","Denmark","Number","Total","64,000",""
"1998","Denmark","Number","125 cm³ or less",":",""
"1998","Denmark","Number","Over 125 cm³",":",""
"1998","Germany (until 1990 former territory of the FRG)","Number","Total","2,926,000","d"
"1998","Germany (until 1990 former territory of the FRG)","Number","125 cm³ or less","554,000","d"
"1998","Germany (until 1990 former territory of the FRG)","Number","Over 125 cm³","2,372,000","d"
"1998","Estonia","Number","Total","6,100",""
"1998","Estonia","Number","125 cm³ or less",":",""
"1998","Estonia","Number","Over 125 cm³",":",""
"1998","Ireland","Number","Total","24,398",""
"1998","Ireland","Number","125 cm³ or less","15,000",""
"1998","Ireland","Number","Over 125 cm³","10,000",""
"1998","Greece","Number","Total","634,000",""
"1998","Greece","Number","125 cm³ or less","317,000",""
"1998","Greece","Number","Over 125 cm³","317,000",""
"1998","Spain","Number","Total","1,361,000","d"
"1998","Spain","Number","125 cm³ or less","554,000",""
"1998","Spain","Number","Over 125 cm³","807,000",""
"1998","France","Number","Total","839,000",""
"1998","France","Number","125 cm³ or less","325,000",""
"1998","France","Number","Over 125 cm³","514,000",""
"1998","Croatia","Number","Total","19,000",""
"1998","Croatia","Number","125 cm³ or less","19,000",""
"1998","Croatia","Number","Over 125 cm³","0",""
"1998","Italy","Number","Total","2,759,000","p"
"1998","Italy","Number","125 cm³ or less",":",""
"1998","Italy","Number","Over 125 cm³",":",""
"1998","Cyprus","Number","Total","11,900",""
"1998","Cyprus","Number","125 cm³ or less",":",""
"1998","Cyprus","Number","Over 125 cm³",":",""
"1998","Latvia","Number","Total","19,409",""
"1998","Latvia","Number","125 cm³ or less",":",""
"1998","Latvia","Number","Over 125 cm³",":",""
"1998","Lithuania","Number","Total","19,266","d"
"1998","Lithuania","Number","125 cm³ or less",":",""
"1998","Lithuania","Number","Over 125 cm³",":",""
"1998","Luxembourg","Number","Total","9,946",""
"1998","Luxembourg","Number","125 cm³ or less",":",""
"1998","Luxembourg","Number","Over 125 cm³",":",""
"1998","Hungary","Number","Total","97,073",""
"1998","Hungary","Number","125 cm³ or less","36,000",""
"1998","Hungary","Number","Over 125 cm³","61,000",""
"1998","Malta","Number","Total","11,200",""
"1998","Malta","Number","125 cm³ or less",":",""
"1998","Malta","Number","Over 125 cm³",":",""
"1998","Netherlands","Number","Total","392,000",""
"1998","Netherlands","Number","125 cm³ or less","6,000",""
"1998","Netherlands","Number","Over 125 cm³","386,000",""
"1998","Austria","Number","Total","238,000",""
"1998","Austria","Number","125 cm³ or less","25,000",""
"1998","Austria","Number","Over 125 cm³","213,000",""
"1998","Poland","Number","Total","819,902",""
"1998","Poland","Number","125 cm³ or less",":",""
"1998","Poland","Number","Over 125 cm³",":",""
"1998","Portugal","Number","Total","301,000","d"
"1998","Portugal","Number","125 cm³ or less",":",""
"1998","Portugal","Number","Over 125 cm³",":",""
"1998","Romania","Number","Total","121,335",""
"1998","Romania","Number","125 cm³ or less",":",""
"1998","Romania","Number","Over 125 cm³",":",""
"1998","Slovenia","Number","Total","9,213",""
"1998","Slovenia","Number","125 cm³ or less","2,000",""
"1998","Slovenia","Number","Over 125 cm³","7,000",""
"1998","Slovakia","Number","Total","100,891",""
"1998","Slovakia","Number","125 cm³ or less",":",""
"1998","Slovakia","Number","Over 125 cm³",":",""
"1998","Finland","Number","Total","73,000","d"
"1998","Finland","Number","125 cm³ or less","25,000","d"
"1998","Finland","Number","Over 125 cm³","48,000","d"
"1998","Sweden","Number","Total","101,000",""
"1998","Sweden","Number","125 cm³ or less","8,000",""
"1998","Sweden","Number","Over 125 cm³","93,000",""
"1998","United Kingdom","Number","Total","820,000",""
"1998","United Kingdom","Number","125 cm³ or less","271,000",""
"1998","United Kingdom","Number","Over 125 cm³","549,000",""
"1998","Iceland","Number","Total","2,000",""
"1998","Iceland","Number","125 cm³ or less","1,000",""
"1998","Iceland","Number","Over 125 cm³","1,000",""
"1998","Liechtenstein","Number","Total","1,900","d"
"1998","Liechtenstein","Number","125 cm³ or less","820","d"
"1998","Liechtenstein","Number","Over 125 cm³","1,070","d"
"1998","Norway","Number","Total","70,000",""
"1998","Norway","Number","125 cm³ or less","6,000",""
"1998","Norway","Number","Over 125 cm³","64,000",""
"1998","Switzerland","Number","Total","435,000",""
"1998","Switzerland","Number","125 cm³ or less","234,000",""
"1998","Switzerland","Number","Over 125 cm³","201,000",""
"1998","Former Yugoslav Republic of Macedonia, the","Number","Total","3,566",""
"1998","Former Yugoslav Republic of Macedonia, the","Number","125 cm³ or less",":",""
"1998","Former Yugoslav Republic of Macedonia, the","Number","Over 125 cm³",":",""
"1998","Turkey","Number","Total","940,935",""
"1998","Turkey","Number","125 cm³ or less",":",""
"1998","Turkey","Number","Over 125 cm³",":",""
"1999","Belgium","Number","Total","261,000",""
"1999","Belgium","Number","125 cm³ or less",":",""
"1999","Belgium","Number","Over 125 cm³",":",""
"1999","Bulgaria","Number","Total","235,000",""
"1999","Bulgaria","Number","125 cm³ or less",":",""
"1999","Bulgaria","Number","Over 125 cm³",":",""
"1999","Czech Republic","Number","Total","800,000",""
"1999","Czech Republic","Number","125 cm³ or less","495,000",""
"1999","Czech Republic","Number","Over 125 cm³","305,000",""
"1999","Denmark","Number","Total","69,000",""
"1999","Denmark","Number","125 cm³ or less",":",""
"1999","Denmark","Number","Over 125 cm³",":",""
"1999","Germany (until 1990 former territory of the FRG)","Number","Total","3,177,000","d"
"1999","Germany (until 1990 former territory of the FRG)","Number","125 cm³ or less","625,000","d"
"1999","Germany (until 1990 former territory of the FRG)","Number","Over 125 cm³","2,553,000","d"
"1999","Estonia","Number","Total","6,700",""
"1999","Estonia","Number","125 cm³ or less",":",""
"1999","Estonia","Number","Over 125 cm³",":",""
"1999","Ireland","Number","Total","26,700",""
"1999","Ireland","Number","125 cm³ or less","15,000",""
"1999","Ireland","Number","Over 125 cm³","12,000",""
"1999","Greece","Number","Total","711,000",""
"1999","Greece","Number","125 cm³ or less",":",""
"1999","Greece","Number","Over 125 cm³",":",""
"1999","Spain","Number","Total","1,404,000","d"
"1999","Spain","Number","125 cm³ or less","565,000",""
"1999","Spain","Number","Over 125 cm³","839,000",""
"1999","France","Number","Total","912,000",""
"1999","France","Number","125 cm³ or less","364,000",""
"1999","France","Number","Over 125 cm³","548,000",""
"1999","Croatia","Number","Total","20,000",""
"1999","Croatia","Number","125 cm³ or less","20,000",""
"1999","Croatia","Number","Over 125 cm³","0",""
"1999","Italy","Number","Total","2,976,000",""
"1999","Italy","Number","125 cm³ or less","1,132,000",""
"1999","Italy","Number","Over 125 cm³","1,844,000",""
"1999","Cyprus","Number","Total","12,700",""
"1999","Cyprus","Number","125 cm³ or less","7,300",""
"1999","Cyprus","Number","Over 125 cm³","5,400",""
"1999","Latvia","Number","Total","20,100",""
"1999","Latvia","Number","125 cm³ or less",":",""
"1999","Latvia","Number","Over 125 cm³",":",""
"1999","Lithuania","Number","Total","19,515","d"
"1999","Lithuania","Number","125 cm³ or less",":",""
"1999","Lithuania","Number","Over 125 cm³",":",""
"1999","Luxembourg","Number","Total","10,819",""
"1999","Luxembourg","Number","125 cm³ or less",":",""
"1999","Luxembourg","Number","Over 125 cm³",":",""
"1999","Hungary","Number","Total","88,000",""
"1999","Hungary","Number","125 cm³ or less","31,000",""
"1999","Hungary","Number","Over 125 cm³","57,000",""
"1999","Malta","Number","Total","11,870",""
"1999","Malta","Number","125 cm³ or less","7,937",""
"1999","Malta","Number","Over 125 cm³","3,933",""
"1999","Netherlands","Number","Total","414,000",""
"1999","Netherlands","Number","125 cm³ or less","6,000",""
"1999","Netherlands","Number","Over 125 cm³","408,000",""
"1999","Austria","Number","Total","263,000",""
"1999","Austria","Number","125 cm³ or less","32,000",""
"1999","Austria","Number","Over 125 cm³","321,000",""
"1999","Poland","Number","Total","804,000",""
"1999","Poland","Number","125 cm³ or less",":",""
"1999","Poland","Number","Over 125 cm³",":",""
"1999","Portugal","Number","Total","324,000","d"
"1999","Portugal","Number","125 cm³ or less",":",""
"1999","Portugal","Number","Over 125 cm³",":",""
"1999","Romania","Number","Total","121,547",""
"1999","Romania","Number","125 cm³ or less",":",""
"1999","Romania","Number","Over 125 cm³",":",""
"1999","Slovenia","Number","Total","10,000",""
"1999","Slovenia","Number","125 cm³ or less","2,000",""
"1999","Slovenia","Number","Over 125 cm³","8,000",""
"1999","Slovakia","Number","Total","44,000",""
"1999","Slovakia","Number","125 cm³ or less",":",""
"1999","Slovakia","Number","Over 125 cm³",":",""
"1999","Finland","Number","Total","80,000","d"
"1999","Finland","Number","125 cm³ or less","26,000","d"
"1999","Finland","Number","Over 125 cm³","54,000","d"
"1999","Sweden","Number","Total","119,870",""
"1999","Sweden","Number","125 cm³ or less","8,430",""
"1999","Sweden","Number","Over 125 cm³","111,220",""
"1999","United Kingdom","Number","Total","903,000","d"
"1999","United Kingdom","Number","125 cm³ or less","287,000",""
"1999","United Kingdom","Number","Over 125 cm³","606,000",""
"1999","Iceland","Number","Total","2,000",""
"1999","Iceland","Number","125 cm³ or less","1,000",""
"1999","Iceland","Number","Over 125 cm³","1,000",""
"1999","Liechtenstein","Number","Total","2,060","d"
"1999","Liechtenstein","Number","125 cm³ or less","880","d"
"1999","Liechtenstein","Number","Over 125 cm³","1,180","d"
"1999","Norway","Number","Total","78,000",""
"1999","Norway","Number","125 cm³ or less","8,000",""
"1999","Norway","Number","Over 125 cm³","71,000",""
"1999","Switzerland","Number","Total","464,000",""
"1999","Switzerland","Number","125 cm³ or less","253,000",""
"1999","Switzerland","Number","Over 125 cm³","212,000",""
"1999","Former Yugoslav Republic of Macedonia, the","Number","Total","4,000",""
"1999","Former Yugoslav Republic of Macedonia, the","Number","125 cm³ or less",":",""
"1999","Former Yugoslav Republic of Macedonia, the","Number","Over 125 cm³",":",""
"1999","Turkey","Number","Total","975,746",""
"1999","Turkey","Number","125 cm³ or less",":",""
"1999","Turkey","Number","Over 125 cm³",":",""
"2000","Belgium","Number","Total","278,000",""
"2000","Belgium","Number","125 cm³ or less",":",""
"2000","Belgium","Number","Over 125 cm³",":",""
"2000","Bulgaria","Number","Total","236,300",""
"2000","Bulgaria","Number","125 cm³ or less",":",""
"2000","Bulgaria","Number","Over 125 cm³",":",""
"2000","Czech Republic","Number","Total","748,100",""
"2000","Czech Republic","Number","125 cm³ or less","468,000",""
"2000","Czech Republic","Number","Over 125 cm³","280,200",""
"2000","Denmark","Number","Total","74,000",""
"2000","Denmark","Number","125 cm³ or less",":",""
"2000","Denmark","Number","Over 125 cm³",":",""
"2000","Germany (until 1990 former territory of the FRG)","Number","Total","3,410,000",""
"2000","Germany (until 1990 former territory of the FRG)","Number","125 cm³ or less","702,000",""
"2000","Germany (until 1990 former territory of the FRG)","Number","Over 125 cm³","2,708,000",""
"2000","Estonia","Number","Total","6,700",""
"2000","Estonia","Number","125 cm³ or less",":",""
"2000","Estonia","Number","Over 125 cm³",":",""
"2000","Ireland","Number","Total","31,000",""
"2000","Ireland","Number","125 cm³ or less","17,000",""
"2000","Ireland","Number","Over 125 cm³","14,000",""
"2000","Greece","Number","Total","781,000",""
"2000","Greece","Number","125 cm³ or less",":",""
"2000","Greece","Number","Over 125 cm³",":",""
"2000","Spain","Number","Total","1,446,000","d"
"2000","Spain","Number","125 cm³ or less","571,000",""
"2000","Spain","Number","Over 125 cm³","875,000",""
"2000","France","Number","Total","968,000",""
"2000","France","Number","125 cm³ or less","388,000",""
"2000","France","Number","Over 125 cm³","580,000",""
"2000","Croatia","Number","Total","22,000",""
"2000","Croatia","Number","125 cm³ or less","22,000",""
"2000","Croatia","Number","Over 125 cm³","0",""
"2000","Italy","Number","Total","3,376,000",""
"2000","Italy","Number","125 cm³ or less","1,256,000",""
"2000","Italy","Number","Over 125 cm³","2,120,000",""
"2000","Cyprus","Number","Total","12,700",""
"2000","Cyprus","Number","125 cm³ or less","7,200",""
"2000","Cyprus","Number","Over 125 cm³","5,500",""
"2000","Latvia","Number","Total","20,700",""
"2000","Latvia","Number","125 cm³ or less",":",""
"2000","Latvia","Number","Over 125 cm³",":",""
"2000","Lithuania","Number","Total","19,842","d"
"2000","Lithuania","Number","125 cm³ or less",":",""
"2000","Lithuania","Number","Over 125 cm³",":",""
"2000","Luxembourg","Number","Total","11,490",""
"2000","Luxembourg","Number","125 cm³ or less","640",""
"2000","Luxembourg","Number","Over 125 cm³","10,840",""
"2000","Hungary","Number","Total","91,000",""
"2000","Hungary","Number","125 cm³ or less","32,000",""
"2000","Hungary","Number","Over 125 cm³","59,000",""
"2000","Malta","Number","Total","12,402",""
"2000","Malta","Number","125 cm³ or less","8,199",""
"2000","Malta","Number","Over 125 cm³","4,203",""
"2000","Netherlands","Number","Total","438,000",""
"2000","Netherlands","Number","125 cm³ or less","7,000",""
"2000","Netherlands","Number","Over 125 cm³","431,000",""
"2000","Austria","Number","Total","280,000",""
"2000","Austria","Number","125 cm³ or less","36,000",""
"2000","Austria","Number","Over 125 cm³","244,000",""
"2000","Poland","Number","Total","802,600",""
"2000","Poland","Number","125 cm³ or less",":",""
"2000","Poland","Number","Over 125 cm³",":",""
"2000","Portugal","Number","Total","346,000","d"
"2000","Portugal","Number","125 cm³ or less",":",""
"2000","Portugal","Number","Over 125 cm³",":",""
"2000","Romania","Number","Total","117,155",""
"2000","Romania","Number","125 cm³ or less",":",""
"2000","Romania","Number","Over 125 cm³",":",""
"2000","Slovenia","Number","Total","11,000",""
"2000","Slovenia","Number","125 cm³ or less","2,000",""
"2000","Slovenia","Number","Over 125 cm³","9,000",""
"2000","Slovakia","Number","Total","46,000",""
"2000","Slovakia","Number","125 cm³ or less",":",""
"2000","Slovakia","Number","Over 125 cm³",":",""
"2000","Finland","Number","Total","91,000","d"
"2000","Finland","Number","125 cm³ or less","26,000","d"
"2000","Finland","Number","Over 125 cm³","64,000","d"
"2000","Sweden","Number","Total","139,920",""
"2000","Sweden","Number","125 cm³ or less","9,670",""
"2000","Sweden","Number","Over 125 cm³","130,020",""
"2000","United Kingdom","Number","Total","968,000","d"
"2000","United Kingdom","Number","125 cm³ or less","323,000",""
"2000","United Kingdom","Number","Over 125 cm³","635,000",""
"2000","Iceland","Number","Total","3,000",""
"2000","Iceland","Number","125 cm³ or less","1,000",""
"2000","Iceland","Number","Over 125 cm³","2,000",""
"2000","Liechtenstein","Number","Total","2,130","d"
"2000","Liechtenstein","Number","125 cm³ or less","760",""
"2000","Liechtenstein","Number","Over 125 cm³","1,260",""
"2000","Norway","Number","Total","86,000",""
"2000","Norway","Number","125 cm³ or less","9,000",""
"2000","Norway","Number","Over 125 cm³","77,000",""
"2000","Switzerland","Number","Total","494,000",""
"2000","Switzerland","Number","125 cm³ or less","273,000",""
"2000","Switzerland","Number","Over 125 cm³","221,000",""
"2000","Former Yugoslav Republic of Macedonia, the","Number","Total","4,000",""
"2000","Former Yugoslav Republic of Macedonia, the","Number","125 cm³ or less",":",""
"2000","Former Yugoslav Republic of Macedonia, the","Number","Over 125 cm³",":",""
"2000","Turkey","Number","Total","1,011,280",""
"2000","Turkey","Number","125 cm³ or less",":",""
"2000","Turkey","Number","Over 125 cm³",":",""
"2001","Belgium","Number","Total","294,000",""
"2001","Belgium","Number","125 cm³ or less",":",""
"2001","Belgium","Number","Over 125 cm³",":",""
"2001","Bulgaria","Number","Total","238,000",""
"2001","Bulgaria","Number","125 cm³ or less",":",""
"2001","Bulgaria","Number","Over 125 cm³",":",""
"2001","Czech Republic","Number","Total","755,500",""
"2001","Czech Republic","Number","125 cm³ or less","476,000",""
"2001","Czech Republic","Number","Over 125 cm³","279,700",""
"2001","Denmark","Number","Total","78,000",""
"2001","Denmark","Number","125 cm³ or less",":",""
"2001","Denmark","Number","Over 125 cm³",":",""
"2001","Germany (until 1990 former territory of the FRG)","Number","Total","3,557,000",""
"2001","Germany (until 1990 former territory of the FRG)","Number","125 cm³ or less","741,000",""
"2001","Germany (until 1990 former territory of the FRG)","Number","Over 125 cm³","2,816,000",""
"2001","Estonia","Number","Total","6,800",""
"2001","Estonia","Number","125 cm³ or less",":",""
"2001","Estonia","Number","Over 125 cm³",":",""
"2001","Ireland","Number","Total","33,000",""
"2001","Ireland","Number","125 cm³ or less","17,000",""
"2001","Ireland","Number","Over 125 cm³","16,000",""
"2001","Greece","Number","Total","853,000",""
"2001","Greece","Number","125 cm³ or less",":",""
"2001","Greece","Number","Over 125 cm³",":",""
"2001","Spain","Number","Total","1,483,000","d"
"2001","Spain","Number","125 cm³ or less","573,000",""
"2001","Spain","Number","Over 125 cm³","910,000",""
"2001","France","Number","Total","1,019,000",""
"2001","France","Number","125 cm³ or less","406,000",""
"2001","France","Number","Over 125 cm³","613,000",""
"2001","Croatia","Number","Total","24,000",""
"2001","Croatia","Number","125 cm³ or less","24,000",""
"2001","Croatia","Number","Over 125 cm³","0",""
"2001","Italy","Number","Total","3,732,000",""
"2001","Italy","Number","125 cm³ or less","1,319,000",""
"2001","Italy","Number","Over 125 cm³","2,413,000",""
"2001","Cyprus","Number","Total","13,000",""
"2001","Cyprus","Number","125 cm³ or less","7,200",""
"2001","Cyprus","Number","Over 125 cm³","5,800",""
"2001","Latvia","Number","Total","21,400",""
"2001","Latvia","Number","125 cm³ or less",":",""
"2001","Latvia","Number","Over 125 cm³",":",""
"2001","Lithuania","Number","Total","20,244","d"
"2001","Lithuania","Number","125 cm³ or less",":",""
"2001","Lithuania","Number","Over 125 cm³",":",""
"2001","Luxembourg","Number","Total","11,950",""
"2001","Luxembourg","Number","125 cm³ or less","660",""
"2001","Luxembourg","Number","Over 125 cm³","11,290",""
"2001","Hungary","Number","Total","93,100",""
"2001","Hungary","Number","125 cm³ or less","31,700",""
"2001","Hungary","Number","Over 125 cm³","61,400",""
"2001","Malta","Number","Total","12,830",""
"2001","Malta","Number","125 cm³ or less","8,400",""
"2001","Malta","Number","Over 125 cm³","4,500",""
"2001","Netherlands","Number","Total","461,000",""
"2001","Netherlands","Number","125 cm³ or less","8,000",""
"2001","Netherlands","Number","Over 125 cm³","453,000",""
"2001","Austria","Number","Total","295,000",""
"2001","Austria","Number","125 cm³ or less","40,000",""
"2001","Austria","Number","Over 125 cm³","255,000",""
"2001","Poland","Number","Total","845,500",""
"2001","Poland","Number","125 cm³ or less",":",""
"2001","Poland","Number","Over 125 cm³",":",""
"2001","Portugal","Number","Total","368,000","d"
"2001","Portugal","Number","125 cm³ or less",":",""
"2001","Portugal","Number","Over 125 cm³",":",""
"2001","Romania","Number","Total","103,100",""
"2001","Romania","Number","125 cm³ or less",":",""
"2001","Romania","Number","Over 125 cm³",":",""
"2001","Slovenia","Number","Total","12,000",""
"2001","Slovenia","Number","125 cm³ or less","2,000",""
"2001","Slovenia","Number","Over 125 cm³","10,000",""
"2001","Slovakia","Number","Total","46,700",""
"2001","Slovakia","Number","125 cm³ or less",":",""
"2001","Slovakia","Number","Over 125 cm³",":",""
"2001","Finland","Number","Total","103,000","d"
"2001","Finland","Number","125 cm³ or less","27,000","d"
"2001","Finland","Number","Over 125 cm³","76,000","d"
"2001","Sweden","Number","Total","158,620",""
"2001","Sweden","Number","125 cm³ or less","10,580",""
"2001","Sweden","Number","Over 125 cm³","147,820",""
"2001","United Kingdom","Number","Total","1,026,000","d"
"2001","United Kingdom","Number","125 cm³ or less","349,000",""
"2001","United Kingdom","Number","Over 125 cm³","667,000",""
"2001","Iceland","Number","Total","3,000",""
"2001","Iceland","Number","125 cm³ or less","1,000",""
"2001","Iceland","Number","Over 125 cm³","2,000",""
"2001","Liechtenstein","Number","Total","2,220","d"
"2001","Liechtenstein","Number","125 cm³ or less","760",""
"2001","Liechtenstein","Number","Over 125 cm³","1,460",""
"2001","Norway","Number","Total",":",""
"2001","Norway","Number","125 cm³ or less",":",""
"2001","Norway","Number","Over 125 cm³",":",""
"2001","Switzerland","Number","Total","521,000",""
"2001","Switzerland","Number","125 cm³ or less","291,000",""
"2001","Switzerland","Number","Over 125 cm³","230,000",""
"2001","Former Yugoslav Republic of Macedonia, the","Number","Total","4,000",""
"2001","Former Yugoslav Republic of Macedonia, the","Number","125 cm³ or less",":",""
"2001","Former Yugoslav Republic of Macedonia, the","Number","Over 125 cm³",":",""
"2001","Turkey","Number","Total","1,031,220",""
"2001","Turkey","Number","125 cm³ or less",":",""
"2001","Turkey","Number","Over 125 cm³",":",""
"2002","Belgium","Number","Total","306,000",""
"2002","Belgium","Number","125 cm³ or less",":",""
"2002","Belgium","Number","Over 125 cm³",":",""
"2002","Bulgaria","Number","Total","239,600",""
"2002","Bulgaria","Number","125 cm³ or less",":",""
"2002","Bulgaria","Number","Over 125 cm³",":",""
"2002","Czech Republic","Number","Total","760,000","d"
"2002","Czech Republic","Number","125 cm³ or less","482,000","d"
"2002","Czech Republic","Number","Over 125 cm³","278,000","d"
"2002","Denmark","Number","Total","83,000",""
"2002","Denmark","Number","125 cm³ or less",":",""
"2002","Denmark","Number","Over 125 cm³",":",""
"2002","Germany (until 1990 former territory of the FRG)","Number","Total","3,657,000",""
"2002","Germany (until 1990 former territory of the FRG)","Number","125 cm³ or less","766,000",""
"2002","Germany (until 1990 former territory of the FRG)","Number","Over 125 cm³","2,981,000",""
"2002","Estonia","Number","Total","7,200",""
"2002","Estonia","Number","125 cm³ or less",":",""
"2002","Estonia","Number","Over 125 cm³",":",""
"2002","Ireland","Number","Total","33,000",""
"2002","Ireland","Number","125 cm³ or less","16,000",""
"2002","Ireland","Number","Over 125 cm³","17,000",""
"2002","Greece","Number","Total","911,000",""
"2002","Greece","Number","125 cm³ or less",":",""
"2002","Greece","Number","Over 125 cm³",":",""
"2002","Spain","Number","Total","1,517,000","d"
"2002","Spain","Number","125 cm³ or less","570,000",""
"2002","Spain","Number","Over 125 cm³","947,000",""
"2002","France","Number","Total","1,054,000",""
"2002","France","Number","125 cm³ or less","409,000",""
"2002","France","Number","Over 125 cm³","645,000",""
"2002","Croatia","Number","Total","28,000",""
"2002","Croatia","Number","125 cm³ or less","28,000",""
"2002","Croatia","Number","Over 125 cm³","0",""
"2002","Italy","Number","Total","4,050,000",""
"2002","Italy","Number","125 cm³ or less","1,362,000",""
"2002","Italy","Number","Over 125 cm³","2,688,000",""
"2002","Cyprus","Number","Total","12,900",""
"2002","Cyprus","Number","125 cm³ or less","7,100",""
"2002","Cyprus","Number","Over 125 cm³","5,800",""
"2002","Latvia","Number","Total","22,200",""
"2002","Latvia","Number","125 cm³ or less",":",""
"2002","Latvia","Number","Over 125 cm³",":",""
"2002","Lithuania","Number","Total","21,017","d"
"2002","Lithuania","Number","125 cm³ or less",":",""
"2002","Lithuania","Number","Over 125 cm³",":",""
"2002","Luxembourg","Number","Total","13,000",""
"2002","Luxembourg","Number","125 cm³ or less","700",""
"2002","Luxembourg","Number","Over 125 cm³","12,000",""
"2002","Hungary","Number","Total","97,500",""
"2002","Hungary","Number","125 cm³ or less","31,100",""
"2002","Hungary","Number","Over 125 cm³","66,400",""
"2002","Malta","Number","Total","13,324",""
"2002","Malta","Number","125 cm³ or less","8,600",""
"2002","Malta","Number","Over 125 cm³","4,700",""
"2002","Netherlands","Number","Total","494,000",""
"2002","Netherlands","Number","125 cm³ or less","8,000",""
"2002","Netherlands","Number","Over 125 cm³","486,000",""
"2002","Austria","Number","Total","293,000","b"
"2002","Austria","Number","125 cm³ or less","42,000","b"
"2002","Austria","Number","Over 125 cm³","250,000","b"
"2002","Poland","Number","Total","868,900",""
"2002","Poland","Number","125 cm³ or less","344,200",""
"2002","Poland","Number","Over 125 cm³","524,700",""
"2002","Portugal","Number","Total","387,000","d"
"2002","Portugal","Number","125 cm³ or less",":",""
"2002","Portugal","Number","Over 125 cm³",":",""
"2002","Romania","Number","Total","100,600",""
"2002","Romania","Number","125 cm³ or less",":",""
